id,descripcion,categoria,unidad
923,Préstamos hipotecarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
924,Préstamos hipotecarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
925,Préstamos hipotecarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
926,Total de préstamos hipotecarios al sector privado,Préstamos por tipo de titular,En miles de ARS
927,Préstamos hipotecarios a personas humanas,Préstamos por tipo de titular,En miles de ARS
928,Préstamos hipotecarios a personas jurídicas,Préstamos por tipo de titular,En miles de ARS
929,Préstamos hipotecarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
930,Préstamos hipotecarios a las compañías de seguros,Préstamos por tipo de titular,En miles de ARS
931,Préstamos hipotecarios a los fondos comunes de inversión,Préstamos por tipo de titular,En miles de ARS
932,Préstamos hipotecarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,En miles de ARS
933,Préstamos hipotecarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,En miles de ARS
934,Préstamos hipotecarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
935,Préstamos hipotecarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
936,Préstamos hipotecarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
937,Total de préstamos hipotecarios al sector privado,Préstamos por tipo de titular,En miles de ARS
938,Préstamos hipotecarios a personas humanas,Préstamos por tipo de titular,En miles de ARS
939,Préstamos hipotecarios a personas jurídicas,Préstamos por tipo de titular,En miles de ARS
940,Préstamos hipotecarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
941,Préstamos hipotecarios a las compañías de seguros,Préstamos por tipo de titular,En miles de ARS
942,Préstamos hipotecarios a los fondos comunes de inversión,Préstamos por tipo de titular,En miles de ARS
943,Préstamos hipotecarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,En miles de ARS
944,Préstamos hipotecarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,En miles de ARS
945,Préstamos hipotecarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
946,Préstamos hipotecarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
947,Préstamos hipotecarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
948,Total de préstamos prendarios al sector privado,Préstamos por tipo de titular,En miles de ARS
949,Préstamos prendarios a personas humanas,Préstamos por tipo de titular,En miles de ARS
950,Préstamos prendarios a personas jurídicas,Préstamos por tipo de titular,En miles de ARS
951,Préstamos prendarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
952,Préstamos prendarios a las compañías de seguros,Préstamos por tipo de titular,En miles de ARS
953,Préstamos prendarios a los fondos comunes de inversión,Préstamos por tipo de titular,En miles de ARS
954,Préstamos prendarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,En miles de ARS
955,Préstamos prendarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,En miles de ARS
956,Préstamos prendarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
957,Préstamos prendarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
958,Préstamos prendarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
959,Total de préstamos prendarios al sector privado,Préstamos por tipo de titular,En miles de ARS
960,Préstamos prendarios a personas humanas,Préstamos por tipo de titular,En miles de ARS
961,Préstamos prendarios a personas jurídicas,Préstamos por tipo de titular,En miles de ARS
962,Préstamos prendarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
963,Préstamos prendarios a las compañías de seguros,Préstamos por tipo de titular,En miles de ARS
964,Préstamos prendarios a los fondos comunes de inversión,Préstamos por tipo de titular,En miles de ARS
965,Préstamos prendarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,En miles de ARS
966,Préstamos prendarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,En miles de ARS
967,Préstamos prendarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
968,Préstamos prendarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
969,Préstamos prendarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
970,Total de préstamos prendarios al sector privado,Préstamos por tipo de titular,En miles de ARS
971,Préstamos prendarios a personas humanas,Préstamos por tipo de titular,En miles de ARS
972,Préstamos prendarios a personas jurídicas,Préstamos por tipo de titular,En miles de ARS
973,Préstamos prendarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
974,Préstamos prendarios a las compañías de seguros,Préstamos por tipo de titular,En miles de ARS
975,Préstamos prendarios a los fondos comunes de inversión,Préstamos por tipo de titular,En miles de ARS
976,Préstamos prendarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,En miles de ARS
977,Préstamos prendarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,En miles de ARS
978,Préstamos prendarios a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
979,Préstamos prendarios a pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
980,Préstamos prendarios a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
981,Total de depósitos del sector privado no financiero,Depósitos por tipo de titular,En miles de ARS
982,Total de depósitos de personas humanas,Depósitos por tipo de titular,En miles de ARS
983,Total de depósitos de personas jurídicas,Depósitos por tipo de titular,En miles de ARS
984,Total de depósitos de las prestadoras de servicios financieros,Depósitos por tipo de titular,En miles de ARS
985,Total de depósitos de las compañías de seguros,Depósitos por tipo de titular,En miles de ARS
986,Total de depósitos de los fondos comunes de inversión,Depósitos por tipo de titular,En miles de ARS
987,Total de depósitos de las administradoras de fondos de jubilaciones y pensiones,Depósitos por tipo de titular,En miles de ARS
988,Total de depósitos de las sociedades autorizadas para actuar como fiduciario financiero,Depósitos por tipo de titular,En miles de ARS
989,Total de depósitos de empresas que no son prestadoras de servicios financieros,Depósitos por tipo de titular,En miles de ARS
990,Total de depósitos de pequeños y medianos emprendimientos,Depósitos por tipo de titular,En miles de ARS
991,Total de depósitos de las empresas no constituidas como pequeños y medianos emprendimientos,Depósitos por tipo de titular,En miles de ARS
992,Total de depósitos del sector privado no financiero,Depósitos por tipo de titular,En miles de ARS
993,Total de depósitos de personas humanas,Depósitos por tipo de titular,En miles de ARS
994,Total de depósitos de personas jurídicas,Depósitos por tipo de titular,En miles de ARS
995,Total de depósitos de las prestadoras de servicios financieros,Depósitos por tipo de titular,En miles de ARS
996,Total de depósitos de las compañías de seguros,Depósitos por tipo de titular,En miles de ARS
997,Total de depósitos de los fondos comunes de inversión,Depósitos por tipo de titular,En miles de ARS
998,Total de depósitos de las administradoras de fondos de jubilaciones y pensiones,Depósitos por tipo de titular,En miles de ARS
999,Total de depósitos de las sociedades autorizadas para actuar como fiduciario financiero,Depósitos por tipo de titular,En miles de ARS
1000,Total de depósitos de empresas que no son prestadoras de servicios financieros,Depósitos por tipo de titular,En miles de ARS
1001,Total de depósitos de pequeños y medianos emprendimientos,Depósitos por tipo de titular,En miles de ARS
1002,Total de depósitos de las empresas no constituidas como pequeños y medianos emprendimientos,Depósitos por tipo de titular,En miles de ARS
1003,Total de depósitos del sector privado no financiero,Depósitos por tipo de titular,En miles de ARS
1004,Total de depósitos de personas humanas,Depósitos por tipo de titular,En miles de ARS
1005,Total de depósitos de personas jurídicas,Depósitos por tipo de titular,En miles de ARS
1006,Total de depósitos de las prestadoras de servicios financieros,Depósitos por tipo de titular,En miles de ARS
1007,Total de depósitos de las compañías de seguros,Depósitos por tipo de titular,En miles de ARS
1008,Total de depósitos de los fondos comunes de inversión,Depósitos por tipo de titular,En miles de ARS
1009,Total de depósitos de las administradoras de fondos de jubilaciones y pensiones,Depósitos por tipo de titular,En miles de ARS
1010,Total de depósitos de las sociedades autorizadas para actuar como fiduciario financiero,Depósitos por tipo de titular,En miles de ARS
1011,Total de depósitos de empresas que no son prestadoras de servicios financieros,Depósitos por tipo de titular,En miles de ARS
1012,Total de depósitos de pequeños y medianos emprendimientos,Depósitos por tipo de titular,En miles de ARS
1013,Total de depósitos de las empresas no constituidas como pequeños y medianos emprendimientos,Depósitos por tipo de titular,En miles de ARS
1014,Total de depósitos en cuentas corrientes del sector privado,Depósitos por tipo de titular,En miles de ARS
1015,Depósitos en cuentas corrientes de personas humanas,Depósitos por tipo de titular,En miles de ARS
1016,Depósitos en cuentas corrientes de personas jurídicas,Depósitos por tipo de titular,En miles de ARS
1017,Depósitos en cuentas corrientes de las prestadoras de servicios financieros,Depósitos por tipo de titular,En miles de ARS
1018,Depósitos en cuentas corrientes de las compañías de seguros,Depósitos por tipo de titular,En miles de ARS
1019,Depósitos en cuentas corrientes de los fondos comunes de inversión,Depósitos por tipo de titular,En miles de ARS
1020,Depósitos en cuentas corrientes de las administradoras de fondos de jubilaciones y pensiones,Depósitos por tipo de titular,En miles de ARS
1021,Depósitos en cuentas corrientes de las sociedades autorizadas para actuar como fiduciario financiero,Depósitos por tipo de titular,En miles de ARS
